,BUILDING_BP 트래인스킬 사용여부(0/1),BUILDING_BP1 길이옵셋,BUILDING_BP1 오픈/오버랩량 조정,BUILDING_BP2 길이옵셋,BUILDING_BP2 오픈/오버랩량 조정,BUILDING_Belt #1 - 길이,BUILDING_Belt #1 - 폭 ,BUILDING_Belt #2 - 길이,BUILDING_Belt #2 - 폭 ,BUILDING_Belt Offset,BUILDING_Belt 각도,BUILDING_Carcass #1 - 폭 ,BUILDING_Carcass #2 - 폭 ,BUILDING_Inner - 폭 ,BUILDING_PA - 길이,BUILDING_PA - 폭 ,BUILDING_Splice Lap-BP1-우,BUILDING_Splice Lap-BP1-좌,BUILDING_Splice Lap-BP1-중,BUILDING_Splice Lap-BP2-우,BUILDING_Splice Lap-BP2-좌,BUILDING_Splice Lap-BP2-중,BUILDING_Splice Lap-PA-우,BUILDING_Splice Lap-PA-좌,BUILDING_Splice Lap-PA-중,BUILDING_Splice Lap-벨트1-우,BUILDING_Splice Lap-벨트1-좌,BUILDING_Splice Lap-벨트1-중,BUILDING_Splice Lap-벨트2-우,BUILDING_Splice Lap-벨트2-좌,BUILDING_Splice Lap-벨트2-중,BUILDING_Splice Lap-트래드-우,BUILDING_Splice Lap-트래드-좌,BUILDING_Splice Lap-트래드-중,BUILDING_T/D 스티칭 압력 - Setting - 폭,BUILDING_Tread 길이 - 세팅,BUILDING_Tread 길이 - 실측,BUILDING_Tread 폭 - 세팅,BUILDING_Tread 폭 - 실측,BUILDING_멀티롤압력센-BP1-Ch1,BUILDING_멀티롤압력센-BP1-Ch2-우,BUILDING_멀티롤압력센-BP1-Ch2-좌,BUILDING_멀티롤압력센-BP1-Ch3-우,BUILDING_멀티롤압력센-BP1-Ch3-좌,BUILDING_멀티롤압력센-BP1-Ch4-우,BUILDING_멀티롤압력센-BP1-Ch4-좌,BUILDING_멀티롤압력센-BP1-Ch5-우,BUILDING_멀티롤압력센-BP1-Ch5-좌,BUILDING_멀티롤압력센-BP1-Ch6-우,BUILDING_멀티롤압력센-BP1-Ch6-좌,BUILDING_멀티롤압력센-BP1-Ch7-우,BUILDING_멀티롤압력센-BP1-Ch7-좌,BUILDING_멀티롤압력센-BP2-Ch1,BUILDING_멀티롤압력센-BP2-Ch2-우,BUILDING_멀티롤압력센-BP2-Ch2-좌,BUILDING_멀티롤압력센-BP2-Ch3-우,BUILDING_멀티롤압력센-BP2-Ch3-좌,BUILDING_멀티롤압력센-BP2-Ch4-우,BUILDING_멀티롤압력센-BP2-Ch4-좌,BUILDING_멀티롤압력센-BP2-Ch5-우,BUILDING_멀티롤압력센-BP2-Ch5-좌,BUILDING_벨트1 후단팁 위치,BUILDING_벨트2 후단팁 위치,BUILDING_재료길이-BP1 App CV,BUILDING_재료길이-BP1 FrontCV,BUILDING_재료길이-BP1 Mid CV,BUILDING_재료길이-BP1 Mid_사행-선단,BUILDING_재료길이-BP1 Mid_사행-후단,BUILDING_재료길이-BP1 Mid_우 CV,BUILDING_재료길이-BP1 컷팅 CV,BUILDING_재료길이-BP2 App CV,BUILDING_재료길이-BP2 FrontCV,BUILDING_재료길이-BP2 Mid CV,BUILDING_재료길이-BP2 Mid_사행-선단,BUILDING_재료길이-BP2 Mid_사행-후단,BUILDING_재료길이-BP2 Mid_사행파람,BUILDING_재료길이-BP2 Mid_우 CV,BUILDING_재료길이-BP2 컷팅 CV,BUILDING_재료길이-PA App CV,BUILDING_재료길이-PA 컷팅 CV,BUILDING_재료옵셋-BP1,BUILDING_재료옵셋-BP2,BUILDING_재료옵셋-PA,BUILDING_측정번호-BP1,BUILDING_측정번호-BP2,BUILDING_측정번호-PA,BUILDING_트래드 후단팁 위치,Weight_LWM_STD_WGT,Weight_MRM_WGT,Weight_STD_WGT,Weight_UPM_STD_WGT
73948,0.0,102.0,110.0,0.0,0.0,1954.66,211.62,1961.36,198.3,5.7,27.0,621.22,401.79,407.45,1403.0,592.95,6.2,6.8,6.5,0.0,0.0,0.0,3.4,2.5,5.7,4.1,0.0,2.0,0.0,0.0,1.3,3.7,1.8,3.7,220.0,1983.0,1986.14,252.0,253.15,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.78,1963.1,1934.9,1404.5,1.0,1.1,1404.8,1405.6,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,4.7,1465.8,1415.2,0.0,1403.0,1014.0,0.0,1055.0,-6.61,10.469,10.74,10.737,11.005
73949,0.0,102.0,110.0,0.0,0.0,1952.36,211.62,1960.26,198.2,5.7,27.0,621.16,401.79,406.44,1403.0,593.05,6.2,7.1,6.5,0.0,0.0,0.0,16.0,12.9,12.4,4.1,0.0,2.0,1.5,0.0,2.3,3.7,1.8,3.7,220.0,1983.0,1986.14,252.0,252.8,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.76,1964.3,1934.9,1404.5,1.0,1.4,1404.8,1405.6,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,933.3,1464.9,1415.2,0.0,1403.0,1015.0,0.0,1056.0,-6.88,10.469,10.77,10.737,11.005
73950,0.0,102.0,110.0,0.0,0.0,1953.33,212.03,1962.78,198.2,5.7,27.0,621.17,401.79,407.95,1403.0,593.06,4.2,7.1,5.6,0.0,0.0,0.0,16.0,12.9,12.4,0.0,0.0,0.0,1.5,0.0,2.3,4.1,2.2,3.7,220.0,1983.0,1985.07,252.0,252.78,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-4.05,1989.9,1934.9,1405.4,1.3,1.4,1405.8,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,933.3,1464.9,1415.2,0.0,1403.0,1016.0,0.0,1057.0,-6.97,10.469,10.75,10.737,11.005
73951,0.0,102.0,110.0,0.0,0.0,1953.33,212.48,1963.23,197.84,5.7,27.0,621.23,401.79,406.44,1404.0,593.06,5.0,5.9,4.6,0.0,0.0,0.0,9.9,4.1,5.2,0.0,0.0,0.0,0.0,1.5,0.0,6.5,3.7,6.0,220.0,1983.0,1984.36,252.0,252.63,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-4.05,1989.9,1934.9,1405.4,1.3,1.3,1405.8,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,34.0,1465.8,1415.2,0.0,1403.0,1017.0,0.0,1058.0,0.01,10.469,10.74,10.737,11.005
73952,0.0,102.0,110.0,0.0,0.0,1954.36,212.48,1963.23,197.84,5.7,27.0,621.23,401.79,407.45,1404.0,593.21,5.7,5.9,5.7,0.0,0.0,0.0,9.9,3.2,5.2,0.0,0.0,1.7,1.5,1.5,1.0,6.5,3.7,6.0,220.0,1983.0,1984.72,252.0,252.63,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-4.26,1986.2,1934.9,1404.9,0.4,1.3,1404.3,1404.8,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,34.0,1465.8,1415.2,0.0,1403.0,1018.0,0.0,1059.0,0.01,10.469,10.74,10.737,11.005
73953,0.0,102.0,110.0,0.0,0.0,1954.36,212.41,1960.41,198.03,5.7,27.0,621.18,401.79,406.44,1404.0,593.21,5.7,5.7,8.8,0.0,0.0,0.0,3.1,2.8,5.7,0.0,0.0,1.7,1.5,1.2,1.0,5.0,1.8,4.1,220.0,1983.0,1985.78,252.0,252.54,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-4.26,1983.4,1934.9,1404.5,0.0,1.2,1404.2,1404.9,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,571.2,1465.4,1415.2,0.0,1404.0,1019.0,0.0,1060.0,-6.8,10.469,10.73,10.737,11.005
73954,0.0,102.0,110.0,0.0,0.0,1951.65,211.87,1960.41,198.05,5.7,27.0,621.1,401.79,406.94,1404.0,593.17,5.1,6.6,8.8,0.0,0.0,0.0,5.8,5.2,5.9,0.0,0.0,1.3,0.0,1.2,0.4,1.8,-0.2,1.3,220.0,1983.0,1985.78,252.0,252.23,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.67,1988.3,1934.9,1404.5,0.0,0.8,1404.2,1405.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,571.2,1467.0,1415.2,0.0,1404.0,1020.0,0.0,1061.0,0.01,10.469,10.74,10.737,11.005
73955,0.0,102.0,110.0,0.0,0.0,1951.65,211.54,1962.19,198.05,5.7,27.0,621.0,401.79,406.95,1404.0,593.06,5.1,6.6,5.0,0.0,0.0,0.0,16.0,12.9,12.4,2.2,0.0,1.3,0.0,0.0,1.0,5.0,3.2,4.6,220.0,1983.0,1985.78,252.0,252.23,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.67,1988.3,1934.9,1404.0,0.7,0.9,1404.2,1405.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,20.1,1467.0,1415.2,0.0,1404.0,1021.0,0.0,1062.0,0.01,10.469,10.78,10.737,11.005
73956,0.0,102.0,110.0,0.0,0.0,1950.93,211.87,1962.19,197.64,5.7,27.0,621.04,401.79,404.4,1404.0,592.77,6.2,6.6,6.4,0.0,0.0,0.0,16.0,12.9,12.4,4.7,0.0,2.3,0.0,0.0,1.0,5.0,3.2,4.6,220.0,1983.0,1985.43,252.0,252.04,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.6,1951.4,1934.9,1404.5,0.6,1.3,1404.0,1404.9,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,609.7,1465.2,1415.2,0.0,1404.0,1022.0,0.0,1063.0,0.01,10.469,10.75,10.737,11.005
73957,0.0,102.0,110.0,0.0,0.0,1950.67,211.87,1962.28,198.02,5.7,27.0,621.15,401.79,404.4,1404.0,594.4,6.2,6.6,6.4,0.0,0.0,0.0,10.9,8.8,5.0,4.7,0.0,2.3,0.0,0.0,1.3,5.0,2.2,4.6,220.0,1983.0,1984.01,252.0,251.77,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.81,1958.6,1934.9,1404.5,0.8,1.3,1404.6,1404.9,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,77.9,1465.2,1415.2,0.0,1404.0,1023.0,0.0,1065.0,0.01,10.469,10.73,10.737,11.005
73958,0.0,102.0,110.0,0.0,0.0,1951.19,211.73,1962.28,198.02,5.7,27.0,621.29,401.79,404.4,1404.0,593.8,5.5,6.0,5.7,0.0,0.0,0.0,5.6,8.8,8.2,3.4,0.0,1.7,0.0,0.6,1.3,1.1,0.7,1.3,220.0,1983.0,1984.01,252.0,251.67,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.64,2140.6,1934.9,1404.5,0.8,0.8,1404.6,1405.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,77.9,1465.3,1415.2,0.0,1404.0,1024.0,0.0,1067.0,-6.82,10.469,10.68,10.737,11.005
73959,0.0,102.0,110.0,0.0,0.0,1954.61,211.83,1962.28,198.12,5.7,27.0,621.29,401.79,404.4,1404.0,593.2,5.1,6.0,5.5,0.0,0.0,0.0,16.0,12.9,12.4,2.8,0.0,1.0,1.5,0.0,1.3,1.8,1.8,2.2,220.0,1983.0,1984.01,252.0,251.76,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.64,2140.6,1934.9,1404.6,0.6,0.8,1404.8,1405.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,2.6,1466.4,1415.2,0.0,1404.0,1025.0,0.0,1068.0,-6.82,10.469,10.72,10.737,11.005
73960,0.0,102.0,110.0,0.0,0.0,1954.61,211.83,1962.87,198.12,5.7,27.0,621.27,401.79,404.91,1404.0,593.2,5.1,6.8,4.1,0.0,0.0,0.0,16.0,12.9,12.4,2.5,0.0,1.0,1.5,0.0,1.3,1.8,1.8,2.2,220.0,1983.0,1984.72,252.0,251.76,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.81,1962.2,1934.9,1404.6,1.3,1.5,1404.8,1404.7,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,24.8,1466.4,1415.2,0.0,1404.0,1026.0,0.0,1069.0,0.01,10.469,10.69,10.737,11.005
73961,0.0,102.0,110.0,0.0,0.0,1951.43,211.23,1962.87,198.26,5.7,27.0,621.21,401.79,404.4,1403.0,593.22,6.4,8.2,7.3,0.0,0.0,0.0,16.0,12.9,12.4,1.9,0.0,1.7,0.0,1.5,0.0,1.8,1.1,1.8,220.0,1983.0,1983.29,252.0,251.73,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.81,1962.2,1934.9,1403.9,1.3,1.5,1404.5,1405.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,24.8,1475.0,1415.2,0.0,1404.0,1027.0,0.0,1070.0,0.01,10.469,10.7,10.737,11.005
73962,0.0,102.0,110.0,0.0,0.0,1951.62,212.77,1960.65,198.26,5.7,27.0,621.09,401.79,403.38,1403.0,593.22,6.4,8.2,7.3,0.0,0.0,0.0,4.2,7.0,9.3,2.5,0.0,1.7,0.0,1.5,1.0,0.9,0.7,1.8,220.0,1983.0,1984.36,252.0,251.73,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.7,1958.6,1936.7,1404.5,1.0,1.1,1404.8,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,6.5,1475.0,1415.2,0.0,1403.0,1028.0,0.0,1071.0,0.01,10.469,10.74,10.737,11.005
73963,0.0,102.0,110.0,0.0,0.0,1951.62,212.77,1960.65,198.1,5.7,27.0,621.07,401.79,404.4,1403.0,593.24,7.1,6.9,5.9,0.0,0.0,0.0,4.2,7.0,9.3,2.5,0.0,1.7,0.0,0.9,1.0,0.9,1.1,1.8,220.0,1983.0,1986.14,252.0,251.8,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.71,1988.8,1936.7,1404.5,1.0,1.1,1404.9,1405.8,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,6.5,1461.8,1415.2,0.0,1403.0,1029.0,0.0,1072.0,-6.84,10.469,10.7,10.737,11.005
73964,0.0,102.0,110.0,0.0,0.0,1955.09,211.65,1960.0,197.89,5.7,27.0,621.12,401.79,404.4,1403.0,593.24,7.1,6.9,5.9,0.0,0.0,0.0,16.0,12.9,12.4,2.5,0.0,1.0,0.0,1.2,1.0,1.3,1.1,1.3,220.0,1983.0,1986.14,252.0,251.8,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.71,1988.8,1934.9,1404.5,0.6,0.5,1404.9,1405.8,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,24.2,1463.7,1415.2,0.0,1403.0,1030.0,0.0,1073.0,-7.18,10.469,10.68,10.737,11.005
73965,0.0,102.0,110.0,0.0,0.0,1955.09,211.13,1960.98,198.36,5.7,27.0,621.12,401.79,403.89,1403.0,593.03,5.0,6.9,9.9,0.0,0.0,0.0,16.0,12.9,12.4,2.5,0.0,1.0,0.0,1.2,1.0,5.6,2.2,3.7,220.0,1983.0,1984.72,252.0,251.56,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.75,1985.9,1934.9,1404.6,0.9,0.8,1405.1,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,577.4,1463.7,1415.2,0.0,1403.0,1031.0,0.0,1074.0,-7.18,10.469,10.68,10.737,11.005
73966,0.0,102.0,110.0,0.0,0.0,1950.72,211.13,1961.12,198.36,5.7,27.0,621.16,401.79,404.4,1403.0,593.06,4.8,7.3,9.9,0.0,0.0,0.0,3.6,4.3,6.4,2.8,0.0,2.0,0.0,1.9,1.0,5.6,2.2,3.7,220.0,1983.0,1984.72,252.0,251.56,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.75,1926.9,1934.9,1404.9,0.9,0.8,1405.2,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,577.4,1462.2,1415.2,0.0,1403.0,1032.0,0.0,1075.0,-7.21,10.469,10.66,10.737,11.005
73967,0.0,102.0,110.0,0.0,0.0,1950.31,211.6,1961.12,198.02,5.7,27.0,621.19,401.79,403.89,1403.0,593.13,5.0,7.3,5.5,0.0,0.0,0.0,3.2,5.4,6.1,2.8,0.0,2.0,0.0,1.9,1.0,3.7,0.7,2.8,220.0,1983.0,1987.21,252.0,251.78,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.86,1988.6,1934.9,1404.9,1.0,0.8,1405.2,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,17.4,1462.5,1415.2,0.0,1403.0,1033.0,0.0,1076.0,-7.21,10.469,10.66,10.737,11.005
73968,0.0,102.0,110.0,0.0,0.0,1951.05,211.6,1960.17,197.89,5.7,27.0,621.19,401.79,404.4,1403.0,593.13,5.0,6.0,5.5,0.0,0.0,0.0,3.2,5.4,5.7,0.0,0.0,0.0,0.0,0.0,1.7,3.2,0.4,2.8,220.0,1983.0,1987.92,252.0,251.95,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.98,1988.6,1936.7,1404.2,1.0,0.8,1404.8,1404.8,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,17.7,1462.5,1415.2,0.0,1403.0,1034.0,0.0,1077.0,-7.03,10.469,10.68,10.737,11.005
73969,0.0,102.0,110.0,0.0,0.0,1951.67,213.14,1961.92,197.81,5.7,27.0,621.1,401.79,405.42,1403.0,593.0,6.2,7.3,6.7,0.0,0.0,0.0,2.2,3.7,5.5,2.8,0.0,2.0,1.2,0.0,1.7,5.6,2.8,3.7,220.0,1983.0,1987.92,252.0,251.95,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.98,1987.8,1936.7,1404.6,0.7,0.7,1405.1,1405.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,21.3,1462.8,1415.2,0.0,1403.0,1035.0,0.0,1078.0,-7.03,10.469,10.66,10.737,11.005
73970,0.0,102.0,110.0,0.0,0.0,1952.09,213.14,1961.92,197.68,5.7,27.0,621.14,401.79,405.42,1403.0,592.97,6.2,7.3,6.7,0.0,0.0,0.0,2.8,3.7,5.4,4.4,0.0,2.0,1.2,0.0,1.3,5.6,2.8,3.7,220.0,1983.0,1986.78,252.0,252.2,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.86,1987.8,1934.9,1404.6,0.5,0.5,1405.1,1405.4,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,856.8,1462.8,1415.2,0.0,1403.0,1036.0,0.0,1079.0,-6.99,10.469,10.68,10.737,11.005
73971,0.0,102.0,110.0,0.0,0.0,1952.38,210.99,1963.67,197.68,5.7,27.0,621.31,401.79,405.42,1403.0,592.97,6.0,7.3,6.6,0.0,0.0,0.0,3.3,3.9,6.4,4.4,0.0,1.0,0.0,0.0,0.0,2.2,0.4,1.8,220.0,1983.0,1985.36,252.0,253.28,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.99,1963.6,1936.7,1405.5,0.5,1.2,1404.5,1405.4,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,856.8,1463.7,1415.2,0.0,1403.0,1037.0,0.0,1080.0,-6.75,10.469,10.73,10.737,11.005
73972,0.0,102.0,110.0,0.0,0.0,1950.69,211.61,1963.67,197.63,5.7,27.0,621.31,401.79,404.4,1403.0,593.08,6.0,7.3,6.6,0.0,0.0,0.0,16.0,12.9,12.4,4.4,0.0,2.0,0.0,0.0,0.0,0.1,-0.2,0.1,220.0,1983.0,1984.65,252.0,253.78,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.99,1963.6,1936.7,1405.5,0.4,1.2,1404.5,1405.3,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,16.5,1463.7,1415.2,0.0,1403.0,1038.0,0.0,1081.0,0.01,10.469,10.73,10.737,11.005
73973,0.0,102.0,110.0,0.0,0.0,1952.48,212.74,1963.67,197.91,5.7,27.0,621.3,401.79,405.42,1403.0,593.08,5.3,7.7,4.4,0.0,0.0,0.0,16.0,12.9,12.4,5.7,0.0,3.2,0.0,0.0,0.0,0.1,-0.5,0.1,220.0,1983.0,1986.07,252.0,253.78,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.99,1987.0,1934.9,1404.2,0.4,1.2,1404.2,1404.8,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,1023.9,1464.3,1415.2,0.0,1403.0,1039.0,0.0,1082.0,0.01,10.469,10.74,10.737,11.005
73974,0.0,102.0,110.0,0.0,0.0,1952.48,212.74,1961.0,197.91,5.7,27.0,621.16,401.79,404.4,1403.0,592.96,5.3,7.7,4.4,0.0,0.0,0.0,4.0,3.7,7.0,5.7,0.0,3.2,0.0,0.0,0.0,1.1,-0.5,0.1,220.0,1983.0,1986.07,252.0,253.75,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.82,1987.0,1934.9,1404.3,0.6,1.2,1404.8,1404.6,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,826.3,1465.4,1415.2,0.0,1403.0,1040.0,0.0,1083.0,-6.79,10.469,10.75,10.737,11.005
73975,0.0,102.0,110.0,0.0,0.0,1953.83,212.47,1962.4,197.91,5.7,27.0,621.16,401.79,404.91,1403.0,592.92,3.2,6.8,3.9,0.0,0.0,0.0,4.0,4.1,7.0,4.4,0.0,0.0,0.0,0.0,0.7,1.1,0.4,0.7,220.0,1983.0,1986.43,252.0,253.97,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.82,1989.3,1934.9,1404.6,0.6,0.5,1404.8,1405.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,826.3,1465.4,1415.2,0.0,1403.0,1041.0,0.0,1084.0,-6.95,10.469,10.73,10.737,11.005
73976,0.0,102.0,110.0,0.0,0.0,1952.35,212.67,1961.89,197.69,5.7,27.0,621.12,401.79,403.89,1403.0,593.0,6.8,5.0,5.0,0.0,0.0,0.0,16.0,12.9,12.4,0.0,0.0,0.0,0.0,0.0,1.3,0.4,0.4,0.7,220.0,1983.0,1986.43,252.0,253.97,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.78,1989.3,1934.9,1404.6,0.7,0.8,1404.8,1405.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,767.4,1463.1,1415.2,0.0,1403.0,1042.0,0.0,1085.0,-6.89,10.469,10.74,10.737,11.005
73977,0.0,102.0,110.0,0.0,0.0,1952.53,212.67,1961.89,197.68,5.7,27.0,621.11,401.79,404.91,1403.0,593.12,6.8,4.4,5.0,0.0,0.0,0.0,16.0,12.9,12.4,5.0,0.0,2.0,0.0,0.0,1.3,0.4,-0.2,-0.5,220.0,1983.0,1987.14,252.0,253.97,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.7,1386.4,1934.9,1404.6,0.7,1.1,1404.8,1405.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,687.7,1463.1,1415.2,0.0,1403.0,1043.0,0.0,1086.0,0.01,10.469,10.76,10.737,11.005
73978,0.0,102.0,110.0,0.0,0.0,1952.53,211.98,1961.89,197.25,6.0,27.0,621.09,401.79,404.4,1403.0,593.12,5.7,7.7,5.0,0.0,0.0,0.0,2.7,4.3,7.0,5.0,0.0,2.0,0.3,0.0,1.3,1.1,-0.5,-1.2,220.0,1983.0,1987.14,252.0,253.65,2.0,0.5,2.3,0.5,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.7,1406.6,1934.9,1404.8,0.3,1.1,1405.2,1405.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,542.5,1473.8,1415.2,0.0,1403.0,1044.0,0.0,1087.0,0.01,10.469,10.78,10.737,11.005
